"","Area","Bio_Pattern","Sex","BirthSeas","Settlement","Platoon","Morph","Yr","Seas","Time","Beg/Mid","Era","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"6603",1,1,1,1,1,1,1,2029,1,2029.5,"M","FORE",602333,409200,277624,166474,108092,66521.5,22954.5,15707.4,10371.2,4031.01,1207.88,2639.92,283.536,115.715,104.025,34.7736,110.602,26.489,24.4991,8.77909,5.04493
"6604",1,1,1,1,1,1,1,2030,1,2030,"B","FORE",730779,496463,337274,204197,135192,85356.8,50912.3,17124.6,11518.3,7525.76,2908.97,869.334,1897.28,203.648,83.0828,74.6785,24.9612,79.3882,19.0129,17.5843,9.92211
"6605",1,1,1,1,1,1,1,2030,1,2030.5,"M","FORE",602333,409200,277624,166459,107984,66604,38966.5,12935.8,8633.15,5615.98,2166.03,646.641,1410.49,151.361,61.743,55.4942,18.5481,58.9903,14.1275,13.066,7.37252
"6606",1,1,1,1,1,1,1,2031,1,2031,"B","FORE",730779,496463,337274,204197,135180,85271.6,50975.5,29070,9485.91,6266.6,4053.32,1558.9,464.765,1013.05,108.678,44.3241,39.8352,13.3136,42.3413,10.1401,14.6697
"6607",1,1,1,1,1,1,1,2031,1,2031.5,"M","FORE",602333,409200,277624,166459,107974,66537.5,39014.8,21959.3,7109.86,4676.95,3018.27,1159.55,345.528,752.947,80.7648,32.9373,29.6007,9.89282,31.4618,7.53458,10.9001
"6608",1,1,1,1,1,1,1,2032,1,2032,"B","FORE",730779,496463,337274,204197,135180,85263.9,50924.6,29106,16102.9,5160.88,3376.13,2172.4,833.405,248.176,540.614,57.9798,23.643,21.247,7.10076,22.5819,13.2314
"6609",1,1,1,1,1,1,1,2032,1,2032.5,"M","FORE",602333,409200,277624,166459,107974,66531.5,38975.9,21986.5,12069.4,3851.71,2514.16,1615.93,619.59,184.458,401.758,43.085,17.5686,15.7879,5.27624,16.7794,9.83146
"6610",1,1,1,1,1,1,1,2033,1,2033,"B","FORE",730779,496463,337274,204197,135180,85263.9,50920,29077,16122.8,8760.88,2780.42,1809.71,1161.45,445.018,132.442,288.414,30.9273,12.6105,11.3321,3.78706,19.0999
"6611",1,1,1,1,1,1,1,2033,1,2033.5,"M","FORE",602333,409200,277624,166459,107974,66531.5,38972.4,21964.6,12084.4,6538.5,2070.55,1346.19,863.486,330.761,98.4253,214.321,22.9814,9.37036,8.42033,2.81396,14.192
"6612",1,1,1,1,1,1,1,2034,1,2034,"B","FORE",730779,496463,337274,204197,135180,85263.9,50920,29074.4,16106.7,8771.75,4719.92,1490.39,967.61,620.205,237.489,70.6581,153.844,16.4957,6.72574,6.04376,12.2059
"6613",1,1,1,1,1,1,1,2034,1,2034.5,"M","FORE",602333,409200,277624,166459,107974,66531.5,38972.4,21962.6,12072.3,6546.61,3514.87,1108.66,719.382,460.972,176.491,52.5064,114.318,12.2574,4.99758,4.4908,9.06943
"6614",1,1,1,1,1,1,1,2035,1,2035,"B","FORE",730779,496463,337274,204197,135180,85263.9,50920,29074.3,16105.3,8762.99,4725.77,2530.02,796.878,516.711,330.983,126.7,37.6902,82.0556,8.79794,3.58704,9.73277
"6615",1,1,1,1,1,1,1,2035,1,2035.5,"M","FORE",602333,409200,277624,166459,107974,66531.5,38972.4,21962.6,12071.2,6540.08,3519.23,1882,592.449,384.051,245.972,94.1514,28.0068,60.9724,6.53734,2.66534,7.23183
"6616",1,1,1,1,1,1,1,2036,1,2036,"B","FORE",730779,496463,337274,204197,135180,85263.9,50920,29074.3,16105.3,8762.2,4721.05,2533.16,1352.74,425.539,275.756,176.581,67.5839,20.1029,43.764,4.69222,7.10362
"6617",1,1,1,1,1,1,1,2036,1,2036.5,"M","FORE",602333,409200,277624,166459,107974,66531.5,38972.4,21962.6,12071.2,6539.49,3515.71,1884.34,1005.72,316.287,204.931,131.218,50.22,14.9377,32.5189,3.48654,5.27827
"6618",1,1,1,1,1,1,1,2037,1,2037,"B","FORE",730779,496463,337274,204197,135180,85263.9,50920,29074.3,16105.3,8762.2,4720.63,2530.63,1354.42,722.376,227.1,147.118,94.1912,36.0473,10.7218,23.3407,6.29089
"6619",1,1,1,1,1,1,1,2037,1,2037.5,"M","FORE",602333,409200,277624,166459,107974,66531.5,38972.4,21962.6,12071.2,6539.49,3515.4,1882.46,1006.96,536.914,168.771,109.324,69.9914,26.7854,7.96688,17.3432,4.67437
"6620",1,1,1,1,1,1,1,2038,1,2038,"B","FORE",730779,496463,337274,204197,135180,85263.9,50920,29074.3,16105.3,8762.2,4720.63,2530.41,1353.07,723.272,385.514,121.159,78.4756,50.239,19.2257,5.71828,15.8031
"6621",1,1,1,1,1,1,1,2038,1,2038.5,"M","FORE",602333,409200,277624,166459,107974,66531.5,38972.4,21962.6,12071.2,6539.49,3515.4,1882.29,1005.96,537.58,286.499,90.0343,58.3135,37.3307,14.2857,4.24896,11.7423
"6622",1,1,1,1,1,1,1,2039,1,2039,"B","FORE",730779,496463,337274,204197,135180,85263.9,50920,29074.3,16105.3,8762.2,4720.63,2530.41,1352.95,722.55,385.993,205.675,64.6288,41.8568,26.7948,10.2537,11.4776
"6623",1,1,1,1,1,1,1,2039,1,2039.5,"M","FORE",602333,409200,277624,166459,107974,66531.5,38972.4,21962.6,12071.2,6539.49,3515.4,1882.29,1005.87,537.044,286.854,152.838,48.0243,31.1022,19.91,7.61897,8.52833
"6624",1,2,1,1,1,1,2,1975,1,1975,"B","VIRG",0,0,0,0,7292.37,4127.86,2897.95,1958.15,1331.49,904.432,614.453,417.435,283.59,192.66,130.886,88.9192,60.4084,41.0392,27.8805,18.941,40.132
"6625",1,2,1,1,1,1,2,1975,1,1975.5,"M","VIRG",0,0,0,0,6010.63,3402.33,2388.59,1613.97,1097.46,745.464,506.453,344.064,233.744,158.797,107.881,73.2903,49.7907,33.826,22.9801,15.6118,33.0782
"6626",1,2,1,1,1,1,2,1976,1,1976,"B","INIT",0,0,0,0,4794.81,2667.54,1794.18,1140.41,727.933,463.949,295.754,188.527,120.176,76.6056,48.832,31.1278,19.8423,12.6484,8.06268,5.13953,9.03639
"6627",1,2,1,1,1,1,2,1976,1,1976.5,"M","INIT",0,0,0,0,3915.63,2137.02,1423.96,903.732,576.773,367.601,234.334,149.375,95.2187,60.6968,38.691,24.6634,15.7216,10.0217,6.38829,4.0722,7.15979
"6628",1,2,1,1,1,1,2,1977,1,1977,"B","TIME",0,0,0,0,4566.27,2117.9,1341.53,860.746,574.462,385.944,258.187,171.167,112.42,73.222,47.3859,30.5155,19.5872,12.5429,8.01909,5.12158,8.98096
"6629",1,2,1,1,1,1,2,1977,1,1977.5,"M","TIME",0,0,0,0,3734.75,1709.3,1075.42,689.153,459.88,308.959,206.686,137.024,89.9954,58.6163,37.9337,24.4285,15.6801,10.0409,6.4195,4.09996,7.18951
"6630",1,2,1,1,1,1,2,1978,1,1978,"B","TIME",0,0,0,6524.11,5232.84,2546.98,1435.84,862.881,556.013,370.543,248.989,166.561,110.424,72.5245,47.237,30.5696,19.6862,12.6361,8.09166,5.17327,9.09783
"6631",1,2,1,1,1,1,2,1978,1,1978.5,"M","TIME",0,0,0,5371.9,4266.59,2029.46,1131.39,678.719,437.269,291.404,195.81,130.987,86.8393,57.0347,37.1481,24.0405,15.4816,9.93727,6.36344,4.06836,7.15471
"6632",1,2,1,1,1,1,2,1979,1,1979,"B","TIME",0,0,0,7260.6,3695.8,2909.98,1700.23,903.755,545.301,350.858,233.865,157.14,105.12,69.6901,45.7714,29.812,19.293,12.4243,7.97484,5.10678,9.00672
"6633",1,2,1,1,1,1,2,1979,1,1979.5,"M","TIME",0,0,0,5979.84,3020.5,2333.33,1350.88,717.061,432.598,278.339,185.526,124.66,83.392,55.2856,36.3107,23.6501,15.3052,9.85624,6.32649,4.05124,7.14509
"6634",1,2,1,1,1,1,2,1980,1,1980,"B","TIME",0,0,0,23714.1,4131.23,2565.03,1958.89,1082.19,577.438,347.888,223.876,149.219,100.265,67.0724,44.4664,29.2048,19.0218,12.31,7.9274,5.08842,9.00524
"6635",1,2,1,1,1,1,2,1980,1,1980.5,"M","TIME",0,0,0,19532.3,3372.1,2035.58,1534.55,846.371,451.548,272.04,175.065,116.685,78.4044,52.4488,34.7715,22.8374,14.8746,9.62611,6.19901,3.979,7.04185
"6636",1,2,1,1,1,1,2,1981,1,1981,"B","TIME",0,0,0,51927,13558.1,2854.92,1628.22,1214.52,673.171,358.706,216.148,139.093,92.709,62.2941,41.6718,27.6268,18.1448,11.8182,7.64817,4.92526,8.75632
"6637",1,2,1,1,1,1,2,1981,1,1981.5,"M","TIME",0,0,0,42759.5,11049.9,2262.73,1273.6,948.232,525.487,280.006,168.725,108.576,72.3685,48.6267,32.5289,21.5654,14.1638,9.22525,5.97015,3.84465,6.83517
"6638",1,2,1,1,1,1,2,1982,1,1982,"B","TIME",0,0,0,12257.7,29886.2,9301.26,1788.48,996.935,740.312,409.763,218.373,131.582,84.6741,56.4375,37.9221,25.3681,16.8181,11.0458,7.19442,4.65589,8.32879
"6639",1,2,1,1,1,1,2,1982,1,1982.5,"M","TIME",0,0,0,10094.3,24393.7,7426.05,1412.86,786.298,583.806,323.132,172.205,103.763,66.7723,44.5055,29.9046,20.0048,13.2624,8.71052,5.67338,3.67155,6.56792
"6640",1,2,1,1,1,1,2,1983,1,1983,"B","TIME",0,0,0,36799,6788.22,19654.6,5609.94,1055.46,585.498,434.641,240.599,128.218,77.2584,49.7163,33.1373,22.266,14.8949,9.87471,6.48555,4.2242,7.62395
"6641",1,2,1,1,1,1,2,1983,1,1983.5,"M","TIME",0,0,0,30291.1,5517.09,15500.9,4360.37,818.491,453.94,336.972,186.532,99.4052,59.8973,38.5443,25.6908,17.2624,11.5478,7.65571,5.02815,3.27496,5.91073
"6642",1,2,1,1,1,1,2,1984,1,1984,"B","TIME",0,0,0,23242.6,19902.3,4540.86,11824.7,3288.23,615.273,341.218,253.287,140.204,74.7167,45.021,28.9713,19.3101,12.9751,8.67972,5.75431,3.77934,6.9043
"6643",1,2,1,1,1,1,2,1984,1,1984.5,"M","TIME",0,0,0,19121.4,16096.3,3538.76,9048.02,2508.38,469.206,260.204,193.149,106.915,56.9765,34.3316,22.0926,14.7253,9.89439,6.61887,4.38805,2.882,5.265
"6644",1,2,1,1,1,1,2,1985,1,1985,"B","TIME",0,0,0,136102,12794.3,13522.2,2699.18,6788.48,1872.8,350.214,194.2,144.154,79.7948,42.5236,25.6229,16.4885,10.99,7.38453,4.9399,3.27496,6.08039
"6645",1,2,1,1,1,1,2,1985,1,1985.5,"M","TIME",0,0,0,111924,10311,10447.6,2042.11,5117.34,1411.24,263.891,146.331,108.621,60.1261,32.0419,19.307,12.4242,8.28105,5.5643,3.72225,2.46771,4.58162
"6646",1,2,1,1,1,1,2,1986,1,1986,"B","TIME",0,0,0,39254.7,86581.8,9472.48,8716.76,1669.64,4161.69,1147.37,214.537,118.963,88.3058,48.8807,26.0491,15.696,10.1005,6.73225,4.52361,3.02608,5.73089
"6647",1,2,1,1,1,1,2,1986,1,1986.5,"M","TIME",0,0,0,32288,69870.9,7328.63,6605.62,1260.93,3141.87,866.178,161.958,89.8078,66.6638,36.901,19.665,11.8492,7.62506,5.0823,3.41496,2.28444,4.32636
"6648",1,2,1,1,1,1,2,1987,1,1987,"B","TIME",0,0,0,162550,25086,56867,5450.85,4757.19,902.869,2248.49,619.842,115.897,64.2664,47.7045,26.4063,14.0722,8.47929,5.45648,3.63689,2.44374,4.73068
"6649",1,2,1,1,1,1,2,1987,1,1987.5,"M","TIME",0,0,0,133679,20208.3,43754.7,4100.52,3565.42,676.429,1684.5,464.365,86.8261,48.1461,35.7385,19.7826,10.5424,6.35238,4.0878,2.72463,1.83076,3.54405
"6650",1,2,1,1,1,1,2,1988,1,1988,"B","TIME",0,0,0,69494.6,105315,16440.9,33331.7,3037.72,2629.19,498.596,1241.59,342.265,63.9961,35.4865,26.3414,14.581,7.77037,4.68208,3.01295,2.00821,3.96156
"6651",1,2,1,1,1,1,2,1988,1,1988.5,"M","TIME",0,0,0,57100,84108.1,12350.1,24291.3,2202.55,1905.34,361.307,899.709,248.019,46.3742,25.715,19.088,10.566,5.63072,3.39283,2.18331,1.45523,2.87071
"6652",1,2,1,1,1,1,2,1989,1,1989,"B","TIME",0,0,0,27846.3,45368.9,65777.3,9051.09,17248.6,1555.57,1344.92,255.02,635.033,175.057,32.7317,18.1501,13.4727,7.45765,3.97426,2.39472,1.54102,3.05332
"6653",1,2,1,1,1,1,2,1989,1,1989.5,"M","TIME",0,0,0,22882.4,36248.1,49347.2,6583.93,12483.7,1125.27,972.841,184.466,459.343,126.625,23.6761,13.1286,9.74529,5.39439,2.87473,1.73219,1.11467,2.20858
"6654",1,2,1,1,1,1,2,1990,1,1990,"B","TIME",0,0,0,41578.5,19093.2,28537.5,36530.9,4726.89,8916.63,803.314,694.459,131.679,327.897,90.3898,16.9009,9.37172,6.95656,3.85072,2.05209,1.2365,2.37227
"6655",1,2,1,1,1,1,2,1990,1,1990.5,"M","TIME",0,0,0,34254,15360.6,21011.6,25807,3323.83,6268.2,564.703,488.18,92.5658,230.5,63.5409,11.8807,6.58799,4.89022,2.70692,1.44255,0.869217,1.66762
"6656",1,2,1,1,1,1,2,1991,1,1991,"B","TIME",0,0,0,45395.7,31618.2,12293.3,15403.2,18192.9,2332.76,4397.95,396.204,342.514,64.9453,161.722,44.5811,8.33567,4.62222,3.43104,1.89921,1.01211,1.77988
"6657",1,2,1,1,1,1,2,1991,1,1991.5,"M","TIME",0,0,0,37389.3,25191,8702.74,10311.2,12099.5,1550.81,2923.67,263.387,227.695,43.1741,107.509,29.6364,5.54136,3.07274,2.28087,1.26255,0.672828,1.18322
"6658",1,2,1,1,1,1,2,1992,1,1992,"B","TIME",0,0,0,102924,30851.5,18952.5,5833.87,6571.4,7666.75,982.308,1851.85,166.829,144.221,27.3464,68.0958,18.7717,3.50988,1.94627,1.4447,0.799697,1.17562
"6659",1,2,1,1,1,1,2,1992,1,1992.5,"M","TIME",0,0,0,84762.5,24425.8,12998.3,3740,4180.42,4874.93,624.585,1177.47,106.075,91.7006,17.3877,43.2975,11.9356,2.23169,1.2375,0.918585,0.508472,0.747494
"6660",1,2,1,1,1,1,2,1993,1,1993,"B","TIME",0,0,0,83664.3,70490.1,19694,9270.72,2518.23,2795.89,3259.01,417.538,787.139,70.9115,61.3021,11.6237,28.9445,7.97899,1.49189,0.827271,0.614077,0.839617
"6661",1,2,1,1,1,1,2,1993,1,1993.5,"M","TIME",0,0,0,68916.3,56421.6,14214.6,6372.89,1721.37,1910.5,2226.91,285.307,537.858,48.4544,41.8882,7.94258,19.778,5.45211,1.01942,0.565281,0.419603,0.573717
"6662",1,2,1,1,1,1,2,1994,1,1994,"B","TIME",0,0,0,20502.3,59664.6,46667.5,10587.6,4517.53,1213.26,1346.09,1568.99,201.015,378.952,34.1389,29.5126,5.596,13.9347,3.84132,0.718241,0.398272,0.699851
"6663",1,2,1,1,1,1,2,1994,1,1994.5,"M","TIME",0,0,0,16888.9,47892.9,34186.2,7426.72,3152.76,846.458,939.111,1094.62,140.24,264.378,23.8172,20.5897,3.90408,9.72164,2.67992,0.501085,0.277857,0.488255
"6664",1,2,1,1,1,1,2,1995,1,1995,"B","TIME",0,0,0,8328.9,13148.9,34434.7,22578.7,4713.11,1991.27,534.458,592.948,691.132,88.546,166.926,15.0379,13.0001,2.465,6.13815,1.69208,0.31638,0.483716
"6665",1,2,1,1,1,1,2,1995,1,1995.5,"M","TIME",0,0,0,6860.3,10505.6,24704.1,15392.2,3193.81,1348.87,362.028,401.647,468.153,59.9786,113.071,10.1863,8.80592,1.66972,4.15782,1.14617,0.214307,0.327656
"6666",1,2,1,1,1,1,2,1996,1,1996,"B","TIME",0,0,0,7779.74,5785.27,8565.05,18520.7,11099,2292.48,967.923,259.78,288.208,335.931,43.0386,81.1359,7.30934,6.31883,1.19814,2.98351,0.822449,0.388894
"6667",1,2,1,1,1,1,2,1996,1,1996.5,"M","TIME",0,0,0,6408.48,4636.67,6223.41,12847.9,7658.1,1581.24,667.612,179.179,198.787,231.703,29.6852,55.9622,5.0415,4.35832,0.826397,2.05783,0.567272,0.268234
"6668",1,2,1,1,1,1,2,1997,1,1997,"B","TIME",0,0,0,13883.8,4908.48,3208.44,3863.99,7589.71,4499.94,928.873,392.17,105.253,116.772,136.107,17.4377,32.8733,2.96148,2.56016,0.485442,1.20881,0.490792
"6669",1,2,1,1,1,1,2,1997,1,1997.5,"M","TIME",0,0,0,11434.2,3898.03,2240.88,2539.25,4952.08,2934.78,605.776,255.757,68.6421,76.1537,88.7636,11.3722,21.4387,1.93136,1.66963,0.316586,0.788337,0.320075
"6670",1,2,1,1,1,1,2,1998,1,1998,"B","TIME",0,0,0,9922.7,11539.6,3323.76,1721.65,1865.47,3617.2,2143.02,442.341,186.755,50.1228,55.6078,64.8155,8.304,15.6546,1.41028,1.21917,0.231172,0.809367
"6671",1,2,1,1,1,1,2,1998,1,1998.5,"M","TIME",0,0,0,8173.11,9215.41,2376.15,1168.09,1258.01,2438.39,1444.6,298.178,125.89,33.7873,37.4847,43.6915,5.59765,10.5526,0.95066,0.821834,0.155831,0.545587
"6672",1,2,1,1,1,1,2,1999,1,1999,"B","TIME",0,0,0,12540.1,9061.68,8366.54,1912.05,904.648,972.894,1885.75,1117.2,230.602,97.3594,26.13,28.9895,33.7897,4.32904,8.16106,0.73521,0.63558,0.542454
"6673",1,2,1,1,1,1,2,1999,1,1999.5,"M","TIME",0,0,0,10328.5,7211.65,5877.57,1266.69,595.29,639.936,1240.35,734.835,151.677,64.0376,17.1869,19.0677,22.225,2.84741,5.3679,0.483581,0.418049,0.356796
"6674",1,2,1,1,1,1,2,2000,1,2000,"B","TIME",0,0,0,33594.2,10977.9,6366.04,4415.02,892.112,417.24,448.699,869.715,515.259,106.354,44.9025,12.0513,13.37,15.5839,1.99657,3.76391,0.339082,0.543314
"6675",1,2,1,1,1,1,2,2000,1,2000.5,"M","TIME",0,0,0,27668.2,8728.64,4462.89,2916.36,585.23,273.595,294.215,570.276,337.857,69.737,29.4427,7.90206,8.76679,10.2184,1.30916,2.46801,0.222337,0.356253
"6676",1,2,1,1,1,1,2,2001,1,2001,"B","TIME",0,0,0,34192.2,28832.9,7536.6,3306.86,2020.72,402.184,188.012,202.208,391.944,232.205,47.9294,20.2356,5.43099,6.02531,7.02301,0.899769,1.69623,0.397658
"6677",1,2,1,1,1,1,2,2001,1,2001.5,"M","TIME",0,0,0,28163.1,23037.1,5411.11,2256.7,1370.77,272.722,127.488,137.114,265.771,157.455,32.5002,13.7215,3.68267,4.08567,4.76219,0.610119,1.15019,0.269646
"6678",1,2,1,1,1,1,2,2002,1,2002,"B","TIME",0,0,0,60245.4,33019.5,20497.1,4056.57,1583.21,953.261,189.515,88.597,95.2896,184.702,109.426,22.5866,9.53598,2.55934,2.83941,3.30957,0.424013,0.986739
"6679",1,2,1,1,1,1,2,2002,1,2002.5,"M","TIME",0,0,0,49618.6,26288.5,14480.1,2707.73,1049.75,631.803,125.603,58.7185,63.1541,122.413,72.523,14.9695,6.32006,1.69622,1.88184,2.19345,0.281019,0.653971
"6680",1,2,1,1,1,1,2,2003,1,2003,"B","TIME",0,0,0,61144.2,46587.4,21772.5,10297,1801.63,692.491,416.481,82.7916,38.7046,41.6285,80.6894,47.8041,9.86722,4.16591,1.11808,1.24043,1.44583,0.616305
"6681",1,2,1,1,1,1,2,2003,1,2003.5,"M","TIME",0,0,0,50355.5,36965.8,15142.8,6728,1168.59,448.966,270.011,53.6749,25.0927,26.9883,52.312,30.992,6.39705,2.70081,0.724864,0.804187,0.937348,0.399558
"6682",1,2,1,1,1,1,2,2004,1,2004,"B","TIME",0,0,0,18859.1,49977.8,30267.7,10750.9,4466.66,768.573,295.014,177.405,35.2655,16.4864,17.7319,34.3701,20.3624,4.203,1.77449,0.476251,0.528368,0.878376
"6683",1,2,1,1,1,1,2,2004,1,2004.5,"M","TIME",0,0,0,15531.1,39608.8,20941.4,6974.49,2875.91,494.623,189.853,114.167,22.6946,10.6096,11.4111,22.1184,13.104,2.70479,1.14195,0.306485,0.340024,0.565267
"6684",1,2,1,1,1,1,2,2005,1,2005,"B","TIME",0,0,0,6547.78,16255.8,33159.4,14865.2,4644.43,1898.6,326.164,125.17,75.2679,14.9621,6.9947,7.52311,14.5822,8.63917,1.78321,0.752864,0.202059,0.59684
"6685",1,2,1,1,1,1,2,2005,1,2005.5,"M","TIME",0,0,0,5392.81,12946.7,23480.8,9954.28,3089.61,1262.48,216.878,83.2298,50.0482,9.94879,4.65101,5.00237,9.6962,5.74447,1.18571,0.500605,0.134356,0.396859
"6686",1,2,1,1,1,1,2,2006,1,2006,"B","TIME",0,0,0,5971.56,5682.61,10977.6,17039.6,6786.84,2093.62,854.838,146.812,56.3381,33.8772,6.73425,3.14823,3.38606,6.56328,3.88838,0.8026,0.338855,0.359575
"6687",1,2,1,1,1,1,2,2006,1,2006.5,"M","TIME",0,0,0,4918.12,4517.81,7700.22,11264.1,4455.46,1373.84,560.931,96.3356,36.968,22.2296,4.41889,2.06581,2.22187,4.3067,2.55148,0.526651,0.22235,0.235946
"6688",1,2,1,1,1,1,2,2007,1,2007,"B","TIME",0,0,0,5875.77,5232.5,3831.21,5541.06,7562.37,2964.24,913.813,373.043,64.0615,24.5826,14.7819,2.93841,1.37369,1.47747,2.86381,1.69665,0.350205,0.304752
"6689",1,2,1,1,1,1,2,2007,1,2007.5,"M","TIME",0,0,0,4839.24,4157.09,2674.34,3638.79,4931.22,1932.06,595.597,243.138,41.7533,16.0222,9.63441,1.91516,0.89533,0.962968,1.86654,1.10582,0.228253,0.198628
"6690",1,2,1,1,1,1,2,2008,1,2008,"B","TIME",0,0,0,15815.6,5247.85,3546.74,1918.77,2428.28,3254.84,1273.55,392.621,160.268,27.5212,10.5607,6.35035,1.26235,0.590141,0.634723,1.2303,0.728884,0.281371
"6691",1,2,1,1,1,1,2,2008,1,2008.5,"M","TIME",0,0,0,13022,4112.94,2325.12,1156.43,1449.43,1941.65,759.697,234.205,95.6022,16.4168,6.29964,3.78808,0.75301,0.352028,0.378622,0.733892,0.434791,0.167842
"6692",1,2,1,1,1,1,2,2009,1,2009,"B","TIME",0,0,0,6668.86,15144.5,3578.55,1606.37,722.797,891.362,1190.3,465.427,143.493,58.5714,10.0576,3.8594,2.32072,0.461322,0.215666,0.231958,0.44961,0.369195
"6693",1,2,1,1,1,1,2,2009,1,2009.5,"M","TIME",0,0,0,5491.32,11918.4,2393.2,994.865,443.688,546.861,730.24,285.534,88.0311,35.9328,6.17023,2.36769,1.42373,0.283015,0.132308,0.142303,0.27583,0.226497
"6694",1,2,1,1,1,1,2,2010,1,2010,"B","TIME",0,0,0,7151.16,6201.83,10499.5,1701.84,645.086,282.955,347.325,463.12,181.025,55.8125,22.7812,3.91184,1.50108,0.902624,0.179427,0.0838813,0.0902181,0.318467
"6695",1,2,1,1,1,1,2,2010,1,2010.5,"M","TIME",0,0,0,5889.85,4928.14,7312.61,1114.25,419.407,183.887,225.714,300.964,117.641,36.2704,14.8046,2.54215,0.975494,0.58658,0.116603,0.0545112,0.0586292,0.206959
"6696",1,2,1,1,1,1,2,2011,1,2011,"B","TIME",0,0,0,16497.5,6430.52,4279.31,5328.76,752.627,279.797,122.271,149.877,199.736,78.0633,24.0683,9.82397,1.6869,0.647308,0.389237,0.0773739,0.0361719,0.176236
"6697",1,2,1,1,1,1,2,2011,1,2011.5,"M","TIME",0,0,0,13585.5,5078.24,2905.9,3369.94,472.071,175.409,76.6507,93.9566,125.213,48.9372,15.0882,6.15855,1.0575,0.405791,0.244009,0.048505,0.0226759,0.110481
"6698",1,2,1,1,1,1,2,2012,1,2012,"B","TIME",0,0,0,21553.5,14361.6,4306.15,2040.11,2180.56,301.643,111.826,48.8172,59.8118,79.6947,31.1459,9.60286,3.9196,0.673043,0.258264,0.155298,0.0308708,0.0847471
"6699",1,2,1,1,1,1,2,2012,1,2012.5,"M","TIME",0,0,0,17748.6,11335.4,2922.35,1289.04,1366.36,188.915,70.0326,30.5724,37.4579,49.9098,19.5055,6.01391,2.4547,0.421501,0.161741,0.0972576,0.0193332,0.0530739
"6700",1,2,1,1,1,1,2,2013,1,2013,"B","TIME",0,0,0,29530.3,18231.2,9475.44,2038.81,831.178,871.192,120.225,44.5415,19.4382,23.8126,31.7267,12.3991,3.82288,1.56038,0.267936,0.102814,0.0618239,0.0460272
"6701",1,2,1,1,1,1,2,2013,1,2013.5,"M","TIME",0,0,0,24316.7,14375.3,6401.73,1280.36,517.545,542.174,74.8176,27.7187,12.0966,14.8189,19.7439,7.7161,2.37902,0.971043,0.16674,0.0639825,0.0384737,0.0286432
"6702",1,2,1,1,1,1,2,2014,1,2014,"B","TIME",0,0,0,24725.7,24840,11929.5,4435.84,820.831,328.338,343.455,47.3718,17.547,7.65685,9.37949,12.4965,4.88372,1.50575,0.614599,0.105534,0.0404962,0.0424801
"6703",1,2,1,1,1,1,2,2014,1,2014.5,"M","TIME",0,0,0,20363.3,19704.9,8268.2,2884.79,529.906,211.87,221.619,30.5671,11.3224,4.94065,6.0522,8.06347,3.15127,0.971597,0.396576,0.0680968,0.0261306,0.0274107
"6704",1,2,1,1,1,1,2,2015,1,2015,"B","TIME",0,0,0,49164.8,20792.4,16373.4,5823.39,1896.91,345.499,138,144.306,19.9009,7.37109,3.21636,3.93992,5.24921,2.05143,0.632495,0.258165,0.04433,0.0348546
"6705",1,2,1,1,1,1,2,2015,1,2015.5,"M","TIME",0,0,0,40493.9,16562.9,11569.7,3888.54,1258.37,229.105,91.5074,95.6885,13.1962,4.88773,2.13275,2.61254,3.48072,1.36029,0.419404,0.171188,0.029395,0.0231118
"6706",1,2,1,1,1,1,2,2016,1,2016,"B","TIME",0,0,0,58786.5,44288.3,14097.9,8384.93,2640.42,847.369,154.142,61.5498,64.3543,8.87444,3.28692,1.43422,1.75686,2.34068,0.914753,0.282036,0.115118,0.0353092
"6707",1,2,1,1,1,1,2,2016,1,2016.5,"M","TIME",0,0,0,48417.6,35256,9939.56,5581.84,1746.01,560.102,101.883,40.6825,42.5362,5.86573,2.17255,0.947976,1.16123,1.54712,0.604624,0.186417,0.0760897,0.0233383
"6708",1,2,1,1,1,1,2,2017,1,2017,"B","TIME",0,0,0,43751.7,50505.3,30049.8,7210.35,3788.32,1174,376.213,68.4202,27.3181,28.5616,3.93856,1.45875,0.636512,0.779696,1.0388,0.405969,0.125168,0.06676
"6709",1,2,1,1,1,1,2,2017,1,2017.5,"M","TIME",0,0,0,36034.2,40191.8,21171,4795.07,2502.38,775.159,248.397,45.1747,18.0369,18.8579,2.60044,0.963145,0.420259,0.514797,0.685868,0.268042,0.0826426,0.0440785
"6710",1,2,1,1,1,1,2,2018,1,2018,"B","TIME",0,0,0,63409.8,36176.9,33599.9,15309.1,3251.84,1681.82,520.362,166.712,30.3175,12.1046,12.6554,1.74512,0.646352,0.282029,0.345472,0.460275,0.179879,0.0850404
"6711",1,2,1,1,1,1,2,2018,1,2018.5,"M","TIME",0,0,0,52237.1,29146.8,25090.1,11023.3,2331.2,1205.34,372.93,119.478,21.7277,8.675,9.06975,1.25068,0.463223,0.202123,0.24759,0.329866,0.128914,0.0609461
"6712",1,2,1,1,1,1,2,2019,1,2019,"B","TIME",0,0,0,32875.3,50588.8,24194.8,18879.7,7968.58,1675.91,865.926,267.873,85.8175,15.6062,6.23089,6.51441,0.898309,0.332712,0.145175,0.177833,0.236928,0.136368
