File_Type,date_collected,Vessel_Code,Cruise_Number,Year,Date_Released,Group,Read,Haul,Latitude,Longitude,Depth,Area,nmfs_area,Species,Sex,Length,Weight,Specimen,Final_Age,Final_Method,date_read,Table,Table2,year_rel
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,16,56.3176,-161.6315,62,10,512,202,2,350,434,58,3,V,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,16,56.3176,-161.6315,62,10,512,202,2,370,526,59,3,V,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,16,56.3176,-161.6315,62,10,512,202,2,400,722,60,3,V,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,16,56.3176,-161.6315,62,10,512,202,2,380,592,63,3,V,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,16,56.3176,-161.6315,62,10,512,202,2,340,412,65,3,V,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,16,56.3176,-161.6315,62,10,512,202,1,370,506,79,3,V,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,17,56.6803,-161.5591,88,31,512,202,1,430,838,91,3,V,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,17,56.6803,-161.5591,88,31,512,202,1,420,752,93,3,V,,89200301202,0,2004
RACE,6/17/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,62,56.3418,-165.2171,84,31,517,202,2,420,856,102,3,V,,89200301202,0,2004
RACE,6/17/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,62,56.3418,-165.2171,84,31,517,202,2,390,658,103,3,V,,89200301202,0,2004
RACE,6/17/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,62,56.3418,-165.2171,84,31,517,202,1,470,1126,105,3,V,,89200301202,0,2004
RACE,6/17/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,62,56.3418,-165.2171,84,31,517,202,1,390,664,106,3,V,,89200301202,0,2004
RACE,6/20/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,67,55.336,-167.5501,145,50,517,202,2,450,1000,112,3,V,,89200301202,0,2004
RACE,6/21/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,73,56.9893,-166.4626,72,31,513,202,1,440,1010,171,3,V,,89200301202,0,2004
RACE,6/21/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,73,56.9893,-166.4626,72,31,513,202,2,410,696,177,3,V,,89200301202,0,2004
RACE,6/21/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,73,56.9893,-166.4626,72,31,513,202,2,430,812,179,3,V,,89200301202,0,2004
RACE,6/22/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,74,57.3182,-166.4844,67,31,513,202,1,400,730,209,3,V,,89200301202,0,2004
RACE,6/22/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,76,57.9908,-166.5161,59,31,513,202,2,380,564,222,3,V,,89200301202,0,2004
RACE,6/25/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,89,58.3464,-167.8232,58,41,514,202,2,460,984,244,3,V,,89200301202,0,2004
RACE,6/25/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,89,58.3464,-167.8232,58,41,514,202,2,430,780,246,3,V,,89200301202,0,2004
RACE,6/25/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,89,58.3464,-167.8232,58,41,514,202,2,460,1228,249,3,V,,89200301202,0,2004
RACE,6/25/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,89,58.3464,-167.8232,58,41,514,202,2,380,496,251,3,V,,89200301202,0,2004
RACE,6/25/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,89,58.3464,-167.8232,58,41,514,202,2,450,884,253,3,V,,89200301202,0,2004
RACE,6/25/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,89,58.3464,-167.8232,58,41,514,202,1,390,536,257,3,V,,89200301202,0,2004
RACE,6/25/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,89,58.3464,-167.8232,58,41,514,202,1,340,398,258,3,V,,89200301202,0,2004
RACE,6/25/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,89,58.3464,-167.8232,58,41,514,202,1,440,760,261,3,V,,89200301202,0,2004
RACE,6/25/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,92,57.3467,-167.7364,71,31,513,202,2,420,736,271,3,V,,89200301202,0,2004
RACE,6/25/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,92,57.3467,-167.7364,71,31,513,202,2,460,1016,273,3,V,,89200301202,0,2004
RACE,6/25/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,92,57.3467,-167.7364,71,31,513,202,2,440,846,274,3,V,,89200301202,0,2004
RACE,6/25/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,92,57.3467,-167.7364,71,31,513,202,2,470,1124,276,3,V,,89200301202,0,2004
RACE,6/25/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,93,57.0112,-167.7029,68,31,513,202,2,490,1260,284,3,V,,89200301202,0,2004
RACE,6/28/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,106,57.0118,-168.976,78,32,513,202,1,400,666,343,3,V,,89200301202,0,2004
RACE,6/28/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,107,57.1514,-169.3183,70,42,513,202,1,400,610,349,3,V,,89200301202,0,2004
RACE,6/28/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,107,57.1514,-169.3183,70,42,513,202,1,390,622,352,3,V,,89200301202,0,2004
RACE,6/28/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,107,57.1514,-169.3183,70,42,513,202,1,370,526,357,3,V,,89200301202,0,2004
RACE,6/28/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,107,57.1514,-169.3183,70,42,513,202,2,420,806,364,3,V,,89200301202,0,2004
RACE,6/28/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,107,57.1514,-169.3183,70,42,513,202,2,400,670,365,3,V,,89200301202,0,2004
RACE,6/28/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,108,57.324,-169.0079,69,42,513,202,1,440,1030,383,3,V,,89200301202,0,2004
RACE,6/28/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,108,57.324,-169.0079,69,42,513,202,1,360,590,384,3,V,,89200301202,0,2004
RACE,6/28/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,108,57.324,-169.0079,69,42,513,202,1,360,478,392,3,V,,89200301202,0,2004
RACE,6/28/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,108,57.324,-169.0079,69,42,513,202,1,430,962,393,3,V,,89200301202,0,2004
RACE,7/2/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,119,57.8212,-169.3604,65,42,513,202,1,460,1026,425,3,V,,89200301202,0,2004
RACE,7/2/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,119,57.8212,-169.3604,65,42,513,202,2,390,626,438,3,V,,89200301202,0,2004
RACE,7/2/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,119,57.8212,-169.3604,65,42,513,202,2,470,1124,441,3,V,,89200301202,0,2004
RACE,7/2/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,119,57.8212,-169.3604,65,42,513,202,2,450,1108,442,3,V,,89200301202,0,2004
RACE,7/2/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,119,57.8212,-169.3604,65,42,513,202,2,370,520,446,3,V,,89200301202,0,2004
RACE,7/2/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,119,57.8212,-169.3604,65,42,513,202,2,370,516,447,3,V,,89200301202,0,2004
RACE,7/2/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,119,57.8212,-169.3604,65,42,513,202,2,440,944,451,3,V,,89200301202,0,2004
RACE,7/2/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,119,57.8212,-169.3604,65,42,513,202,2,470,1136,453,3,V,,89200301202,0,2004
RACE,7/4/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,129,60.0116,-170.6408,63,41,524,202,2,400,696,458,3,V,,89200301202,0,2004
RACE,7/4/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,129,60.0116,-170.6408,63,41,524,202,1,430,818,471,3,V,,89200301202,0,2004
RACE,7/4/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,132,59.0136,-170.4843,69,41,524,202,2,360,488,483,3,V,,89200301202,0,2004
RACE,7/7/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,146,58.0128,-172.8687,107,61,521,202,2,390,672,555,3,V,,89200301202,0,2004
RACE,7/13/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,157,59.9949,-171.9757,65,43,521,202,1,350,420,586,3,V,,89200301202,0,2004
RACE,7/13/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,157,59.9949,-171.9757,65,43,521,202,1,390,612,587,3,V,,89200301202,0,2004
RACE,7/13/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,157,59.9949,-171.9757,65,43,521,202,1,430,952,589,3,V,,89200301202,0,2004
RACE,7/13/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,157,59.9949,-171.9757,65,43,521,202,1,420,876,594,3,V,,89200301202,0,2004
RACE,7/13/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,157,59.9949,-171.9757,65,43,521,202,2,400,724,596,3,V,,89200301202,0,2004
RACE,7/13/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,157,59.9949,-171.9757,65,43,521,202,2,380,542,600,3,V,,89200301202,0,2004
RACE,7/13/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,157,59.9949,-171.9757,65,43,521,202,2,420,780,603,3,V,,89200301202,0,2004
RACE,7/19/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,192,59.655,-174.4523,113,62,521,202,1,410,710,640,3,V,,89200301202,0,2004
RACE,6/4/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,12,57.6768,-159.6344,49,10,508,202,1,460,932,12,4,V,4/20/2004,88200301202,0,2004
RACE,6/4/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,14,57.0101,-159.6892,54,10,508,202,2,450,1020,24,4,V,4/20/2004,88200301202,0,2004
RACE,6/4/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,14,57.0101,-159.6892,54,10,508,202,2,490,1108,26,4,V,4/20/2004,88200301202,0,2004
RACE,6/4/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,14,57.0101,-159.6892,54,10,508,202,2,500,1240,27,4,V,4/20/2004,88200301202,0,2004
RACE,6/4/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,14,57.0101,-159.6892,54,10,508,202,2,540,1758,28,4,V,4/20/2004,88200301202,0,2004
RACE,6/4/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,14,57.0101,-159.6892,54,10,508,202,2,510,1418,29,4,V,4/20/2004,88200301202,0,2004
RACE,6/4/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,14,57.0101,-159.6892,54,10,508,202,2,470,1172,37,4,V,4/20/2004,88200301202,0,2004
RACE,6/4/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,14,57.0101,-159.6892,54,10,508,202,2,520,1428,42,4,V,4/20/2004,88200301202,0,2004
RACE,6/4/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,14,57.0101,-159.6892,54,10,508,202,2,440,806,44,4,V,4/20/2004,88200301202,0,2004
RACE,6/4/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,14,57.0101,-159.6892,54,10,508,202,2,480,1226,46,4,V,4/20/2004,88200301202,0,2004
RACE,6/4/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,14,57.0101,-159.6892,54,10,508,202,1,490,1266,50,4,V,4/20/2004,88200301202,0,2004
RACE,6/10/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,36,57.677,-162.1343,45,10,516,202,1,500,1166,80,4,V,4/20/2004,88200301202,0,2004
RACE,6/10/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,36,57.677,-162.1343,45,10,516,202,1,520,1308,88,4,V,4/20/2004,88200301202,0,2004
RACE,6/10/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,36,57.677,-162.1343,45,10,516,202,2,460,1036,103,4,V,4/20/2004,88200301202,0,2004
RACE,6/11/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,43,55.8436,-162.2003,38,,516,202,2,430,734,116,4,V,4/20/2004,88200301202,0,2004
RACE,6/11/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,43,55.8436,-162.2003,38,,516,202,2,500,1364,128,4,V,4/20/2004,88200301202,0,2004
RACE,6/11/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,43,55.8436,-162.2003,38,,516,202,2,430,878,129,4,V,4/20/2004,88200301202,0,2004
RACE,6/11/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,43,55.8436,-162.2003,38,,516,202,2,440,860,133,4,V,4/20/2004,88200301202,0,2004
RACE,6/11/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,43,55.8436,-162.2003,38,,516,202,1,490,1308,138,4,V,4/20/2004,88200301202,0,2004
RACE,6/11/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,43,55.8436,-162.2003,38,,516,202,1,470,994,149,4,V,4/20/2004,88200301202,0,2004
RACE,6/11/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,43,55.8436,-162.2003,38,,516,202,1,460,922,154,4,V,4/20/2004,88200301202,0,2004
RACE,6/13/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,47,54.9972,-164.591,58,31,509,202,2,480,894,159,4,V,4/20/2004,88200301202,0,2004
RACE,6/13/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,47,54.9972,-164.591,58,31,509,202,2,530,1616,163,4,V,4/20/2004,88200301202,0,2004
RACE,6/13/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,47,54.9972,-164.591,58,31,509,202,2,460,1048,164,4,V,4/20/2004,88200301202,0,2004
RACE,6/13/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,47,54.9972,-164.591,58,31,509,202,2,510,1306,166,4,V,4/20/2004,88200301202,0,2004
RACE,6/21/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,75,56.3227,-165.8014,90,31,517,202,1,510,1430,202,4,V,4/20/2004,88200301202,0,2004
RACE,6/21/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,75,56.3227,-165.8014,90,31,517,202,1,450,1050,204,4,V,4/20/2004,88200301202,0,2004
RACE,6/21/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,75,56.3227,-165.8014,90,31,517,202,2,470,1206,219,4,V,4/20/2004,88200301202,0,2004
RACE,6/21/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,76,56.6554,-165.8477,77,31,513,202,1,530,1762,225,4,V,4/20/2004,88200301202,0,2004
RACE,6/21/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,77,56.9866,-165.8491,71,31,513,202,2,510,1468,248,4,V,4/20/2004,88200301202,0,2004
RACE,6/21/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,77,56.9866,-165.8491,71,31,513,202,2,470,1064,253,4,V,4/20/2004,88200301202,0,2004
RACE,6/22/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,78,57.3214,-165.8665,67,31,513,202,1,450,892,258,4,V,4/20/2004,88200301202,0,2004
RACE,6/22/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,78,57.3214,-165.8665,67,31,513,202,1,470,1092,263,4,V,4/20/2004,88200301202,0,2004
RACE,6/22/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,78,57.3214,-165.8665,67,31,513,202,1,510,1338,265,4,V,4/20/2004,88200301202,0,2004
RACE,6/22/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,78,57.3214,-165.8665,67,31,513,202,1,460,884,267,4,V,4/20/2004,88200301202,0,2004
RACE,6/22/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,78,57.3214,-165.8665,67,31,513,202,2,520,1438,270,4,V,4/20/2004,88200301202,0,2004
RACE,6/22/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,78,57.3214,-165.8665,67,31,513,202,2,540,1646,272,4,V,4/20/2004,88200301202,0,2004
RACE,6/22/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,78,57.3214,-165.8665,67,31,513,202,2,580,2010,275,4,V,4/20/2004,88200301202,0,2004
RACE,6/22/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,79,57.656,-165.8809,62,31,513,202,1,500,1364,277,4,V,4/20/2004,88200301202,0,2004
RACE,6/22/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,79,57.656,-165.8809,62,31,513,202,1,480,1140,281,4,V,4/20/2004,88200301202,0,2004
RACE,6/24/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,92,59.0122,-167.2346,38,20,514,202,1,450,744,354,4,V,4/20/2004,88200301202,0,2004
RACE,6/24/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,93,58.6798,-167.2138,43,20,514,202,1,510,988,358,4,V,4/20/2004,88200301202,0,2004
RACE,6/25/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,98,57.0162,-167.0839,72,31,513,202,2,530,1626,385,4,V,4/20/2004,88200301202,0,2004
RACE,6/25/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,98,57.0162,-167.0839,72,31,513,202,1,490,1124,390,4,V,4/20/2004,88200301202,0,2004
RACE,6/27/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,106,56.3457,-169.456,139,50,517,202,1,510,1396,403,4,V,4/20/2004,88200301202,0,2004
RACE,6/28/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,109,56.8528,-168.6145,95,32,513,202,1,520,1516,409,4,V,4/20/2004,88200301202,0,2004
RACE,6/29/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,110,56.8243,-169.9,71,42,513,202,1,550,1788,415,4,V,4/20/2004,88200301202,0,2004
RACE,6/29/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,110,56.8243,-169.9,71,42,513,202,1,480,1158,416,4,V,4/20/2004,88200301202,0,2004
RACE,6/29/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,111,56.9838,-169.5503,59,42,513,202,2,470,1160,424,4,V,4/20/2004,88200301202,0,2004
RACE,6/29/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,111,56.9838,-169.5503,59,42,513,202,2,520,1538,425,4,V,4/20/2004,88200301202,0,2004
RACE,6/29/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,111,56.9838,-169.5503,59,42,513,202,1,560,1850,429,4,V,4/20/2004,88200301202,0,2004
RACE,6/29/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,111,56.9838,-169.5503,59,42,513,202,1,530,1630,430,4,V,4/20/2004,88200301202,0,2004
RACE,6/29/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,111,56.9838,-169.5503,59,42,513,202,1,540,1976,435,4,V,4/20/2004,88200301202,0,2004
RACE,6/29/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,112,57.1741,-169.8858,47,42,513,202,2,550,2006,442,4,V,4/20/2004,88200301202,0,2004
RACE,6/29/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,112,57.1741,-169.8858,47,42,513,202,2,440,808,444,4,V,4/20/2004,88200301202,0,2004
RACE,7/2/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,115,57.3204,-168.352,72,32,513,202,2,490,1192,462,4,V,4/20/2004,88200301202,0,2004
RACE,7/2/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,117,57.6602,-168.3806,69,42,513,202,2,460,976,466,4,V,4/20/2004,88200301202,0,2004
RACE,7/2/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,117,57.6602,-168.3806,69,42,513,202,1,470,994,474,4,V,4/20/2004,88200301202,0,2004
RACE,7/2/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,117,57.6602,-168.3806,69,42,513,202,1,460,1064,475,4,V,4/20/2004,88200301202,0,2004
RACE,7/2/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,117,57.6602,-168.3806,69,42,513,202,1,490,1372,477,4,V,4/20/2004,88200301202,0,2004
RACE,7/12/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,147,58.332,-171.0169,82,41,521,202,2,430,928,531,4,V,4/20/2004,88200301202,0,2004
RACE,7/12/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,147,58.332,-171.0169,82,41,521,202,2,490,1316,535,4,V,4/20/2004,88200301202,0,2004
RACE,7/12/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,147,58.332,-171.0169,82,41,521,202,2,480,1230,537,4,V,4/20/2004,88200301202,0,2004
RACE,7/12/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,147,58.332,-171.0169,82,41,521,202,1,460,1018,544,4,V,4/20/2004,88200301202,0,2004
RACE,7/12/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,147,58.332,-171.0169,82,41,521,202,1,440,1024,547,4,V,4/20/2004,88200301202,0,2004
RACE,7/12/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,147,58.332,-171.0169,82,41,521,202,1,510,1520,550,4,V,4/20/2004,88200301202,0,2004
RACE,7/12/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,147,58.332,-171.0169,82,41,521,202,1,490,1210,555,4,V,4/20/2004,88200301202,0,2004
RACE,7/12/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,147,58.332,-171.0169,82,41,521,202,1,500,1330,557,4,V,4/20/2004,88200301202,0,2004
RACE,7/12/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,147,58.332,-171.0169,82,41,521,202,1,480,1250,559,4,V,4/20/2004,88200301202,0,2004
RACE,7/15/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,165,61.6742,-175.7908,95,82,524,202,1,520,1896,567,4,V,4/20/2004,88200301202,0,2004
RACE,7/15/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,165,61.6742,-175.7908,95,82,524,202,1,440,808,568,4,V,4/20/2004,88200301202,0,2004
RACE,7/15/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,165,61.6742,-175.7908,95,82,524,202,1,450,942,569,4,V,4/20/2004,88200301202,0,2004
RACE,7/15/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,165,61.6742,-175.7908,95,82,524,202,1,510,1650,570,4,V,4/20/2004,88200301202,0,2004
RACE,7/15/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,165,61.6742,-175.7908,95,82,524,202,2,490,1350,571,4,V,4/20/2004,88200301202,0,2004
RACE,7/15/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,165,61.6742,-175.7908,95,82,524,202,2,480,1402,574,4,V,4/20/2004,88200301202,0,2004
RACE,7/15/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,165,61.6742,-175.7908,95,82,524,202,2,500,1378,575,4,V,4/20/2004,88200301202,0,2004
RACE,7/15/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,165,61.6742,-175.7908,95,82,524,202,2,520,1866,576,4,V,4/20/2004,88200301202,0,2004
RACE,7/15/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,165,61.6742,-175.7908,95,82,524,202,2,430,834,578,4,V,4/20/2004,88200301202,0,2004
RACE,7/15/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,167,61.0064,-175.556,100,90,524,202,2,520,1662,583,4,V,4/20/2004,88200301202,0,2004
RACE,7/15/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,167,61.0064,-175.556,100,90,524,202,2,530,1732,584,4,V,4/20/2004,88200301202,0,2004
RACE,7/15/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,167,61.0064,-175.556,100,90,524,202,2,530,1990,591,4,V,4/20/2004,88200301202,0,2004
RACE,7/15/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,167,61.0064,-175.556,100,90,524,202,1,490,1360,612,4,V,4/20/2004,88200301202,0,2004
RACE,7/15/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,167,61.0064,-175.556,100,90,524,202,1,540,1668,614,4,V,4/20/2004,88200301202,0,2004
RACE,7/15/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,167,61.0064,-175.556,100,90,524,202,1,530,1880,615,4,V,4/20/2004,88200301202,0,2004
RACE,7/15/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,167,61.0064,-175.556,100,90,524,202,1,550,2028,618,4,V,4/20/2004,88200301202,0,2004
RACE,7/15/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,167,61.0064,-175.556,100,90,524,202,1,590,2448,623,4,V,4/20/2004,88200301202,0,2004
RACE,7/18/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,179,60.194,-173.0347,58,43,524,202,2,440,878,650,4,V,4/20/2004,88200301202,0,2004
RACE,7/18/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,179,60.194,-173.0347,58,43,524,202,1,460,1130,673,4,V,4/20/2004,88200301202,0,2004
RACE,7/18/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,183,59.5094,-172.8635,89,43,521,202,1,470,1238,716,4,V,4/20/2004,88200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,1,470,1048,11,4,V,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,16,56.3176,-161.6315,62,10,512,202,1,500,1294,78,4,V,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,17,56.6803,-161.5591,88,31,512,202,2,480,1192,84,4,V,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,17,56.6803,-161.5591,88,31,512,202,2,500,1254,85,4,V,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,17,56.6803,-161.5591,88,31,512,202,2,520,1404,86,4,V,,89200301202,0,2004
RACE,6/17/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,62,56.3418,-165.2171,84,31,517,202,2,500,1190,101,4,V,,89200301202,0,2004
RACE,6/20/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,67,55.336,-167.5501,145,50,517,202,2,540,1742,111,4,V,,89200301202,0,2004
RACE,6/20/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,67,55.336,-167.5501,145,50,517,202,2,500,1224,113,4,V,,89200301202,0,2004
RACE,6/20/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,67,55.336,-167.5501,145,50,517,202,1,520,1510,119,4,V,,89200301202,0,2004
RACE,6/21/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,70,55.9962,-166.4032,122,50,517,202,1,470,1226,138,4,V,,89200301202,0,2004
RACE,6/21/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,70,55.9962,-166.4032,122,50,517,202,1,530,1714,140,4,V,,89200301202,0,2004
RACE,6/21/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,70,55.9962,-166.4032,122,50,517,202,1,550,2030,141,4,V,,89200301202,0,2004
